Close,High,Low,Open,CloseBkp,Datetime
175.32005310058594,178.7776308716826,175.1606222905612,177.8210764198521,175.32005310058594,2024-06-07 06:00:00+02:00
175.32005310058594,,,,175.32005310058594,2024-06-07 06:00:00+02:00
175.9583740234375,,,,175.9583740234375,2024-06-08 18:00:00+02:00
176.39779663085938,178.2353740007298,174.15075461394522,176.21802534536718,176.39779663085938,2024-06-10 06:00:00+02:00
177.17677307128906,,,,177.17677307128906,2024-06-10 18:00:00+02:00
177.95574951171875,178.15548353908764,175.2093647288904,177.48636616610062,177.95574951171875,2024-06-11 06:00:00+02:00
178.6398468017578,,,,178.6398468017578,2024-06-11 18:00:00+02:00
179.32394409179688,181.84063551199145,177.54628533749698,179.51369675187317,179.32394409179688,2024-06-12 06:00:00+02:00
177.91580200195312,,,,177.91580200195312,2024-06-12 18:00:00+02:00
176.50765991210938,178.2753220664791,176.42776325289665,177.6062046891431,176.50765991210938,2024-06-13 06:00:00+02:00
177.3215789794922,,,,177.3215789794922,2024-06-13 18:00:00+02:00
178.135498046875,178.49502537645768,175.6208182520036,175.6208182520036,178.135498046875,2024-06-14 06:00:00+02:00
178.3402328491211,,,,178.3402328491211,2024-06-15 18:00:00+02:00
178.5449676513672,179.68346835355496,176.25798487932246,176.7473309535104,178.5449676513672,2024-06-17 06:00:00+02:00
177.38150024414062,,,,177.38150024414062,2024-06-17 18:00:00+02:00
176.21803283691406,178.67480558489223,175.38912214012103,178.55495297655918,176.21803283691406,2024-06-18 06:00:00+02:00
176.84720611572266,,,,176.84720611572266,2024-06-19 06:00:00+02:00
177.47637939453125,178.50502408095414,176.22802271307344,176.47769404936503,177.47637939453125,2024-06-20 06:00:00+02:00
178.74969482421875,,,,178.74969482421875,2024-06-20 18:00:00+02:00
180.02301025390625,182.27204849681613,177.82590559818107,178.25534820981653,180.02301025390625,2024-06-21 06:00:00+02:00
180.2876663208008,,,,180.2876663208008,2024-06-22 18:00:00+02:00
180.5523223876953,181.84063505617905,179.9930610154383,181.04168370778496,180.5523223876953,2024-06-24 06:00:00+02:00
182.94417572021484,,,,182.94417572021484,2024-06-24 18:00:00+02:00
185.3360290527344,185.5058037335604,180.8669060166899,180.906861964372,185.3360290527344,2024-06-25 06:00:00+02:00
185.23116302490232,,,,185.23116302490232,2024-06-25 18:00:00+02:00
185.1262969970703,185.68555835047505,183.7481215872456,183.95783697540784,185.1262969970703,2024-06-26 06:00:00+02:00
185.87032318115232,,,,185.87032318115232,2024-06-26 18:00:00+02:00
186.6143493652344,187.2535073942576,185.2061993323345,185.40095029461463,186.6143493652344,2024-06-27 06:00:00+02:00
184.8966064453125,,,,184.8966064453125,2024-06-27 18:00:00+02:00
183.17886352539065,186.3347128621031,183.08398719884147,185.4758428587884,183.17886352539065,2024-06-28 06:00:00+02:00
183.71316528320312,,,,183.71316528320312,2024-06-29 18:00:00+02:00
184.2474670410156,185.09634045142224,182.4897710595069,184.23747043465664,184.2474670410156,2024-07-01 06:00:00+02:00
185.30606842041016,,,,185.30606842041016,2024-07-01 18:00:00+02:00
186.3646697998047,186.70421915427065,182.81933383514448,183.2287984772097,186.3646697998047,2024-07-02 06:00:00+02:00
186.7541580200196,,,,186.7541580200196,2024-07-02 18:00:00+02:00
187.1436462402344,187.3733396028019,185.14127724657865,186.05508287118715,187.1436462402344,2024-07-03 06:00:00+02:00
189.42564392089844,,,,189.42564392089844,2024-07-04 06:00:00+02:00
191.7076416015625,192.00723500793816,187.07374230529865,187.07374230529865,191.7076416015625,2024-07-05 06:00:00+02:00
190.96861267089844,,,,190.96861267089844,2024-07-06 18:00:00+02:00
190.2295837402344,191.42701261108,189.071120300206,191.1134300395681,190.2295837402344,2024-07-08 06:00:00+02:00
190.2096099853516,,,,190.2096099853516,2024-07-08 18:00:00+02:00
190.18963623046875,192.6064528946657,189.9799056066275,191.49791157145657,190.18963623046875,2024-07-09 06:00:00+02:00
191.29817962646484,,,,191.29817962646484,2024-07-09 18:00:00+02:00
192.40672302246097,193.0558624039098,190.3693963765286,190.49923034831,192.40672302246097,2024-07-10 06:00:00+02:00
189.7302474975586,,,,189.7302474975586,2024-07-10 18:00:00+02:00
187.05377197265625,192.1570547990036,186.57440726414563,191.0884541435184,187.05377197265625,2024-07-11 06:00:00+02:00
186.7941131591797,,,,186.7941131591797,2024-07-11 18:00:00+02:00
186.53445434570312,188.4419470817474,185.8952963110641,186.6742696895701,186.53445434570312,2024-07-12 06:00:00+02:00
