Open,High,Low,Close,Datetime
228.1999969482422,230.27999877929688,226.9499969482422,229.13999938964844,2024-05-07 06:00:00+02:00
228.43000030517575,230.05500030517575,226.9199981689453,228.51000213623047,2024-05-07 18:00:00+02:00
228.66000366210935,229.8300018310547,226.88999938964844,227.8800048828125,2024-05-08 06:00:00+02:00
228.43000030517575,229.68499755859375,227.09500122070312,228.54000091552737,2024-05-08 18:00:00+02:00
228.1999969482422,229.5399932861328,227.3000030517578,229.1999969482422,2024-05-09 06:00:00+02:00
229.55999755859375,232.13999938964844,228.68000030517575,231.63999938964844,2024-05-09 18:00:00+02:00
230.9199981689453,234.7400054931641,230.05999755859375,234.0800018310547,2024-05-10 06:00:00+02:00
232.5449981689453,235.45000457763672,229.53499603271484,231.55999755859375,2024-05-11 18:00:00+02:00
234.1699981689453,236.16000366210935,229.0099945068359,229.0399932861328,2024-05-13 06:00:00+02:00
232.37999725341797,233.9000015258789,228.7199935913086,230.08999633789065,2024-05-13 18:00:00+02:00
230.58999633789065,231.63999938964844,228.42999267578125,231.13999938964844,2024-05-14 06:00:00+02:00
232.1500015258789,233.71499633789065,230.1199951171875,232.41500091552737,2024-05-14 18:00:00+02:00
233.7100067138672,235.7899932861328,231.80999755859375,233.69000244140625,2024-05-15 06:00:00+02:00
233.39000701904297,236.25499725341797,231.9550018310547,234.34500122070312,2024-05-15 18:00:00+02:00
233.07000732421875,236.72000122070312,232.1000061035156,235.0,2024-05-16 06:00:00+02:00
234.03500366210935,236.25499725341797,231.5800018310547,233.08999633789065,2024-05-16 18:00:00+02:00
235.0,235.7899932861328,231.05999755859375,231.17999267578125,2024-05-17 06:00:00+02:00
233.125,233.83999633789065,230.25499725341797,230.6349945068359,2024-05-18 18:00:00+02:00
231.25,231.88999938964844,229.4499969482422,230.08999633789065,2024-05-20 06:00:00+02:00
230.26000213623047,230.73999786376953,228.0999984741211,229.73500061035156,2024-05-20 18:00:00+02:00
229.27000427246097,229.58999633789065,226.75,229.3800048828125,2024-05-21 06:00:00+02:00
229.32500457763672,230.22000122070312,226.00499725341797,227.7050018310547,2024-05-21 18:00:00+02:00
229.3800048828125,230.8500061035156,225.2599945068359,226.02999877929688,2024-05-22 06:00:00+02:00
228.1000061035156,230.13500213623047,224.30999755859375,226.55999755859375,2024-05-22 18:00:00+02:00
226.82000732421875,229.4199981689453,223.36000061035156,227.08999633789065,2024-05-23 06:00:00+02:00
227.14000701904297,229.6699981689453,225.1449966430664,228.34500122070312,2024-05-23 18:00:00+02:00
227.4600067138672,229.9199981689453,226.92999267578125,229.6000061035156,2024-05-24 06:00:00+02:00
228.625,230.16500091552737,225.90499877929688,228.1550064086914,2024-05-26 06:00:00+02:00
229.7899932861328,230.41000366210935,224.8800048828125,226.7100067138672,2024-05-28 06:00:00+02:00
227.20999908447263,227.9900054931641,223.875,225.8550033569336,2024-05-28 18:00:00+02:00
224.6300048828125,225.57000732421875,222.8699951171875,225.0,2024-05-29 06:00:00+02:00
224.0800018310547,225.6000061035156,222.31999969482425,223.7249984741211,2024-05-29 18:00:00+02:00
223.52999877929688,225.6300048828125,221.77000427246097,222.4499969482422,2024-05-30 06:00:00+02:00
223.1699981689453,224.59000396728516,219.20999908447263,220.7699966430664,2024-05-30 18:00:00+02:00
222.80999755859375,223.5500030517578,216.6499938964844,219.08999633789065,2024-05-31 06:00:00+02:00
221.83499908447263,222.86000061035156,215.72999572753903,217.77999877929688,2024-06-01 18:00:00+02:00
220.86000061035156,222.1699981689453,214.80999755859375,216.47000122070312,2024-06-03 06:00:00+02:00
218.51499938964844,219.76000213623047,213.5749969482422,216.8249969482422,2024-06-03 18:00:00+02:00
216.1699981689453,217.3500061035156,212.33999633789065,217.17999267578125,2024-06-04 06:00:00+02:00
216.87999725341797,218.41500091552737,213.8949966430664,218.0399932861328,2024-06-04 18:00:00+02:00
217.58999633789065,219.47999572753903,215.4499969482422,218.8999938964844,2024-06-05 06:00:00+02:00
219.35499572753903,220.29999542236328,216.58999633789065,219.69499969482425,2024-06-05 18:00:00+02:00
221.1199951171875,221.1199951171875,217.72999572753903,220.4900054931641,2024-06-06 06:00:00+02:00
219.9499969482422,220.67499542236328,216.7249984741211,219.86000061035156,2024-06-06 18:00:00+02:00
218.77999877929688,220.22999572753903,215.72000122070312,219.22999572753903,2024-06-07 06:00:00+02:00
217.83999633789065,218.59500122070312,214.81999969482425,217.52999877929688,2024-06-08 18:00:00+02:00
