Close,High,Low,Open,CloseBkp,Datetime
229.41253662109375,233.44337096010142,225.75709903700206,232.25783056186597,229.41253662109375,2024-06-03 06:00:00+02:00
229.41253662109375,,,,229.41253662109375,2024-06-03 06:00:00+02:00
230.3839111328125,234.43181275940407,226.712995759448,233.2412525669481,,2024-06-03 06:00:00+02:00
230.05520629882807,232.85111493515927,227.3830353981863,232.0964655978713,,2024-06-03 18:00:00+02:00
229.7265014648437,231.2704171109144,228.0530750369246,230.9516786287944,,2024-06-04 06:00:00+02:00
232.2416000366211,233.1579940669924,229.1836272708248,231.021400604516,,2024-06-04 18:00:00+02:00
234.75669860839844,235.04557102307024,230.31417950472488,231.0911225802375,,2024-06-05 06:00:00+02:00
235.61831665039065,236.245853446971,231.3451221134773,232.34618982079468,,2024-06-05 18:00:00+02:00
236.4799346923828,237.4461358708718,232.37606472222967,233.60125706135187,,2024-06-06 06:00:00+02:00
235.1651077270508,237.06264356971724,232.3661109053703,234.36326107081013,,2024-06-06 18:00:00+02:00
233.85028076171875,236.67915126856263,232.35615708851097,235.12526508026843,,2024-06-07 06:00:00+02:00
234.14910125732425,235.86734196244305,231.3202307447856,233.2526255293021,,2024-06-08 18:00:00+02:00
234.4479217529297,235.05553265632344,230.2843044010601,231.37998597833587,,2024-06-10 06:00:00+02:00
234.91110229492188,235.3194921467512,231.25050386872545,232.05732061926645,,2024-06-10 18:00:00+02:00
235.3742828369141,235.58345163717885,232.2167033363908,232.73465526019703,,2024-06-11 06:00:00+02:00
236.4400863647461,237.6104786289195,233.86521421446457,235.41411506051207,,2024-06-11 18:00:00+02:00
237.50588989257807,239.6375056206602,235.5137250925384,238.09357486082715,,2024-06-12 06:00:00+02:00
235.3095321655273,237.480992156464,233.546469623182,234.86627576489013,,2024-06-12 18:00:00+02:00
233.11317443847656,235.3244786922677,231.5792141538256,231.63897666895312,,2024-06-13 06:00:00+02:00
231.69873809814453,233.49168954054875,230.0651634971128,230.41877610741147,,2024-06-13 18:00:00+02:00
230.2843017578125,231.6589003888298,228.55111284039987,229.19857554586983,,2024-06-14 06:00:00+02:00
230.881950378418,231.6240345324324,227.7990739974444,229.4177079701697,,2024-06-15 18:00:00+02:00
231.47959899902344,231.5891686760349,227.0470351544888,229.6368403944696,,2024-06-17 06:00:00+02:00
232.96874237060547,233.54646440192232,228.71048844005537,230.2344933612676,,2024-06-17 18:00:00+02:00
234.4578857421875,235.5037601278097,230.373941725622,230.8321463280656,,2024-06-18 06:00:00+02:00
231.5343780517578,233.63112728942585,229.1437787169576,231.17578776353105,,2024-06-19 06:00:00+02:00
228.61087036132807,231.758494451042,227.9136157082932,231.51942919899648,,2024-06-20 06:00:00+02:00
229.3778610229492,231.36504819393244,228.0431142049109,231.07617577683567,,2024-06-20 18:00:00+02:00
230.1448516845703,230.9716019368229,228.1726127015287,230.63292235467483,,2024-06-21 06:00:00+02:00
228.85492706298828,231.00148351836435,227.6895124270964,230.3888873425265,,2024-06-22 18:00:00+02:00
227.56500244140625,231.0313650999058,227.2064121526641,230.14485233037823,,2024-06-24 06:00:00+02:00
228.5013122558593,230.6030468180906,226.08083165578944,230.1597904333268,,2024-06-24 18:00:00+02:00
229.4376220703125,230.1747285362754,224.9552511589148,230.1747285362754,,2024-06-25 06:00:00+02:00
228.1925201416016,229.63186655129937,225.31882781168355,229.29817984770585,,2024-06-25 18:00:00+02:00
226.94741821289065,229.08900456632333,225.6824044644523,228.4216311591363,,2024-06-26 06:00:00+02:00
226.36968994140625,228.3170405346985,225.38855573082435,227.2661732537269,,2024-06-26 18:00:00+02:00
225.79196166992188,227.54507650307383,225.09470699719645,226.11071534831748,,2024-06-27 06:00:00+02:00
226.5788650512696,229.35296586749809,225.5329830585163,226.6834570532148,,2024-06-27 18:00:00+02:00
227.3657684326172,231.1608552319224,225.9712591198361,227.2561987581121,,2024-06-28 06:00:00+02:00
225.8318023681641,228.6108808541352,224.507018511067,226.53404231236328,,2024-06-29 18:00:00+02:00
224.2978363037109,226.06090647634804,223.0427779022979,225.8118858666145,,2024-07-01 06:00:00+02:00
225.8218460083008,226.76812128388536,223.3615212135279,224.74607519568616,,2024-07-01 18:00:00+02:00
227.34585571289065,227.47533609142263,223.6802645247579,223.6802645247579,,2024-07-02 06:00:00+02:00
228.23236846923828,228.7802092374689,224.91540460600976,225.72721420562152,,2024-07-02 18:00:00+02:00
