Close,High,Low,Open,Datetime
165.24514770507812,168.68445228793271,165.21541430368902,166.04797979019423,2024-05-07 06:00:00+02:00
164.47205352783203,167.20267933166406,163.9863903014495,165.1113443565024,2024-05-07 18:00:00+02:00
163.69895935058594,165.7209063753954,162.7573662992099,164.1747089228106,2024-05-08 06:00:00+02:00
165.12621307373047,166.54851629314882,163.01010528189084,163.931871016775,2024-05-08 18:00:00+02:00
166.553466796875,167.37612621090224,163.26284426457178,163.6890331107394,2024-05-09 06:00:00+02:00
166.1124038696289,167.01931044470086,163.9913430448069,164.96762251746327,2024-05-09 18:00:00+02:00
165.6713409423828,166.6624946784995,164.719841825042,166.24621192418718,2024-05-10 06:00:00+02:00
164.9081573486328,167.24232775703834,164.39276073238614,166.5138291468101,2024-05-11 18:00:00+02:00
164.1449737548828,167.82216083557717,164.06567963973023,166.781446369433,2024-05-13 06:00:00+02:00
164.49187469482422,167.07879414646987,164.07559193934935,165.9587855750787,2024-05-13 18:00:00+02:00
164.83877563476562,166.33542745736258,164.08550423896847,165.13612478072437,2024-05-14 06:00:00+02:00
165.17080688476562,166.70710572291415,164.29859434422292,165.45328932259162,2024-05-14 18:00:00+02:00
165.50283813476562,167.07878398846574,164.5116844494774,165.77045386445886,2024-05-15 06:00:00+02:00
165.06178283691406,167.20268611678998,164.0656760581155,165.95382273781098,2024-05-15 18:00:00+02:00
164.6207275390625,167.3265882451142,163.61966766675363,166.1371916111631,2024-05-16 06:00:00+02:00
165.5078125,167.04410387814744,164.10037596932818,165.6465734383119,2024-05-16 18:00:00+02:00
166.3948974609375,166.7616195111807,164.5810842719027,165.15595526546068,2024-05-17 06:00:00+02:00
165.9290542602539,167.3017967722215,164.24408833467996,165.6019717067622,2024-05-18 18:00:00+02:00
165.4632110595703,167.84197403326235,163.9070923974572,166.04798814806372,2024-05-20 06:00:00+02:00
165.98851776123047,167.39099366752697,164.3233791806594,165.69116863393333,2024-05-20 18:00:00+02:00
166.51382446289062,166.94001330179162,164.73966596386165,165.33434911980294,2024-05-21 06:00:00+02:00
164.63063049316406,167.15311487696758,163.31735484491446,165.58709775479318,2024-05-21 18:00:00+02:00
162.7474365234375,167.36621645214353,161.8950437259673,165.83984638978342,2024-05-22 06:00:00+02:00
165.40869140625,168.62498038465543,159.79380459410515,162.22213573718858,2024-05-22 18:00:00+02:00
168.0699462890625,169.88374431716733,157.69256546224298,158.60442508459371,2024-05-23 06:00:00+02:00
169.99278259277344,170.99384242516228,161.76125039882902,162.84161192659204,2024-05-23 18:00:00+02:00
171.91561889648438,172.10394053315724,165.82993533541503,167.07879876859036,2024-05-24 06:00:00+02:00
175.78112030029297,176.1032498140982,168.96198505712522,170.05226025782943,2024-05-26 06:00:00+02:00
179.64662170410156,180.1025590950392,172.09403477883544,173.0257217470685,2024-05-28 06:00:00+02:00
180.72201538085935,181.10361168926335,174.5719121441682,175.91988181254038,2024-05-28 18:00:00+02:00
181.7974090576172,182.1046642834875,177.04978950950098,178.81404187801223,2024-05-29 06:00:00+02:00
182.7984848022461,183.7747718726473,179.38396052783662,180.5931692764202,2024-05-29 18:00:00+02:00
183.799560546875,185.44487946180715,181.7181315461723,182.37229667482816,2024-05-30 06:00:00+02:00
184.51319122314453,185.64310593036785,182.5308761014967,183.4476963705417,2024-05-30 18:00:00+02:00
185.2268218994141,185.8413323989285,183.34362065682112,184.5230960662553,2024-05-31 06:00:00+02:00
184.43389129638672,185.87106118606283,182.71423893427635,185.03353504700732,2024-06-01 18:00:00+02:00
183.64096069335935,185.90078997319716,182.08485721173156,185.5439740277593,2024-06-03 06:00:00+02:00
181.58927154541016,184.91459558483845,180.49900396618432,184.0522891325135,2024-06-03 18:00:00+02:00
179.53758239746094,183.92840119647977,178.91315072063708,182.5606042372676,2024-06-04 06:00:00+02:00
181.15811920166016,183.41299540289197,179.02713724551398,181.4752881076219,2024-06-04 18:00:00+02:00
182.77865600585935,182.89758960930416,179.14112377039086,180.38997197797624,2024-06-05 06:00:00+02:00
181.57440185546875,184.032466379697,179.64165517854747,182.2731670551778,2024-06-05 18:00:00+02:00
180.37014770507812,185.16734315008983,180.14218658670407,184.15636213237931,2024-06-06 06:00:00+02:00
180.2660903930664,183.33867301185128,179.6069722111892,182.3623783916256,2024-06-06 18:00:00+02:00
180.1620330810547,181.51000287361268,179.07175783567433,180.5683946508719,2024-06-07 06:00:00+02:00
183.4080581665039,184.62222004686373,178.98750571438285,179.7952909277438,2024-06-08 18:00:00+02:00
186.65408325195312,187.7344372201148,178.9032535930914,179.02218720461565,2024-06-10 06:00:00+02:00
185.6579742431641,186.83744967390675,180.37016976158213,182.45158369964676,2024-06-10 18:00:00+02:00
184.661865234375,185.94046212769865,181.83708593007285,185.88098019467787,2024-06-11 06:00:00+02:00
