Open,High,Low,Close,CloseBkp,Datetime
,,,210.4924468994141,210.4924468994141,2024-06-03 18:00:00+02:00
208.69901229209125,212.2359382068097,208.43922782252136,211.7863311767578,211.7863311767578,2024-06-04 06:00:00+02:00
,,,212.1060485839844,212.1060485839844,2024-06-04 18:00:00+02:00
212.2159412561163,213.1151705193646,210.1177701330038,212.42576599121097,212.42576599121097,2024-06-05 06:00:00+02:00
,,,212.71551513671875,212.71551513671875,2024-06-05 18:00:00+02:00
213.2850204307318,214.26416695050017,211.3566849297135,213.00526428222656,213.00526428222656,2024-06-06 06:00:00+02:00
,,,212.6755447387696,212.6755447387696,2024-06-06 18:00:00+02:00
214.823671815883,216.31238610473045,211.5665023449269,212.3458251953125,212.3458251953125,2024-06-07 06:00:00+02:00
,,,211.2218017578125,211.2218017578125,2024-06-08 18:00:00+02:00
211.5665056951972,212.3058699284155,209.1186318189115,210.0977783203125,210.0977783203125,2024-06-10 06:00:00+02:00
,,,209.20355987548828,209.20355987548828,2024-06-10 18:00:00+02:00
209.72810912030013,209.85798610365524,207.16032879954253,208.3093414306641,208.3093414306641,2024-06-11 06:00:00+02:00
,,,205.2869644165039,205.2869644165039,2024-06-11 18:00:00+02:00
206.89058036815567,207.8197672017142,201.16553445833856,202.2645874023437,202.2645874023437,2024-06-12 06:00:00+02:00
,,,202.8440856933593,202.8440856933593,2024-06-12 18:00:00+02:00
203.2737048140341,204.56259554935687,202.1247074025897,203.423583984375,203.423583984375,2024-06-13 06:00:00+02:00
,,,203.58344268798828,203.58344268798828,2024-06-13 18:00:00+02:00
205.62167724927104,208.72898304258493,203.21376185650408,203.7433013916016,203.7433013916016,2024-06-14 06:00:00+02:00
,,,205.9014358520508,205.9014358520508,2024-06-15 18:00:00+02:00
204.44269659234828,208.129501731413,204.44269659234828,208.0595703125,208.0595703125,2024-06-17 06:00:00+02:00
,,,209.3134765625,209.3134765625,2024-06-17 18:00:00+02:00
208.91881865383183,211.68640744162903,207.98961658134155,210.5673828125,210.5673828125,2024-06-18 06:00:00+02:00
,,,210.6173477172852,210.6173477172852,2024-06-19 06:00:00+02:00
210.6872843160249,212.036120690786,209.00874728976632,210.6673126220703,210.6673126220703,2024-06-20 06:00:00+02:00
,,,209.83802032470703,209.83802032470703,2024-06-20 18:00:00+02:00
208.8988227384509,210.08779397859144,206.49090747443248,209.0087280273437,209.0087280273437,2024-06-21 06:00:00+02:00
,,,209.75308227539065,209.75308227539065,2024-06-22 18:00:00+02:00
209.6281952650248,212.6156098909148,209.38841298439627,210.4974365234375,210.4974365234375,2024-06-24 06:00:00+02:00
,,,209.2984771728516,209.2984771728516,2024-06-24 18:00:00+02:00
210.78718929469795,212.3558209142271,207.61993802563103,208.0995178222656,208.0995178222656,2024-06-25 06:00:00+02:00
,,,208.05455780029297,208.05455780029297,2024-06-25 18:00:00+02:00
207.0404371010696,208.2294083594844,204.7024684602154,208.0095977783203,208.0095977783203,2024-06-26 06:00:00+02:00
,,,209.5882339477539,209.5882339477539,2024-06-26 18:00:00+02:00
208.69900916663684,211.2168145954484,207.58997037814825,211.1668701171875,211.1668701171875,2024-06-27 06:00:00+02:00
,,,209.34844207763672,209.34844207763672,2024-06-27 18:00:00+02:00
210.2176701919844,211.6564247883944,207.35016209075147,207.5300140380859,207.5300140380859,2024-06-28 06:00:00+02:00
,,,208.40425872802737,208.40425872802737,2024-06-29 18:00:00+02:00
209.0886656193021,210.317595519135,207.72984348973583,209.27850341796875,209.27850341796875,2024-07-01 06:00:00+02:00
,,,210.10778045654297,210.10778045654297,2024-07-01 18:00:00+02:00
207.8797114555167,211.03697694232744,207.30021220194507,210.9370574951172,210.9370574951172,2024-07-02 06:00:00+02:00
,,,210.5622100830078,210.5622100830078,2024-07-02 18:00:00+02:00
210.8271105240772,211.08700284628367,208.5879854115556,210.18736267089844,210.18736267089844,2024-07-03 06:00:00+02:00
,,,210.14237213134768,210.14237213134768,2024-07-04 06:00:00+02:00
210.29731518418444,210.47723711398336,207.90825518195243,210.09738159179688,210.09738159179688,2024-07-05 06:00:00+02:00
,,,209.86248016357425,209.86248016357425,2024-07-06 18:00:00+02:00
211.0869963306212,212.78632508322443,209.47762854222125,209.6275787353516,209.6275787353516,2024-07-08 06:00:00+02:00
,,,209.5176239013672,209.5176239013672,2024-07-08 18:00:00+02:00
209.87748556222977,212.646385879597,209.20773547169247,209.4076690673828,209.4076690673828,2024-07-09 06:00:00+02:00
,,,209.6575698852539,209.6575698852539,2024-07-09 18:00:00+02:00
209.41765780246268,210.9070776616093,208.4180508439784,209.907470703125,209.907470703125,2024-07-10 06:00:00+02:00
,,,210.8221130371093,210.8221130371093,2024-07-10 18:00:00+02:00
208.2081287400188,212.29653283295968,207.41844594619903,211.7367553710937,211.7367553710937,2024-07-11 06:00:00+02:00
,,,212.4764633178711,212.4764633178711,2024-07-11 18:00:00+02:00
212.3465028226784,214.3557226084236,210.7071479903563,213.21617126464844,213.21617126464844,2024-07-12 06:00:00+02:00
,,,215.11542510986328,215.11542510986328,2024-07-13 18:00:00+02:00
214.2357728029661,217.15462332055168,214.2357728029661,217.01467895507807,217.01467895507807,2024-07-15 06:00:00+02:00
,,,213.4660720825196,213.4660720825196,2024-07-15 18:00:00+02:00
222.4325488351651,223.75202211360445,208.2881009562473,209.91746520996097,209.91746520996097,2024-07-16 06:00:00+02:00
,,,215.5902404785156,215.5902404785156,2024-07-16 18:00:00+02:00
214.71558684071337,221.37297312727927,214.5556460599016,221.2630157470703,221.2630157470703,2024-07-17 06:00:00+02:00
,,,222.8523864746093,222.8523864746093,2024-07-17 18:00:00+02:00
223.22223544892148,228.9100016867374,223.22223544892148,224.44175720214844,224.44175720214844,2024-07-18 06:00:00+02:00
,,,221.85277557373047,221.85277557373047,2024-07-18 18:00:00+02:00
224.4117637156232,224.7016430243393,218.63403667626392,219.2637939453125,219.2637939453125,2024-07-19 06:00:00+02:00
,,,217.7393951416016,217.7393951416016,2024-07-20 18:00:00+02:00
213.9258877749308,218.53407663772208,213.08622155875693,216.21499633789065,216.21499633789065,2024-07-22 06:00:00+02:00
,,,216.0150680541992,216.0150680541992,2024-07-22 18:00:00+02:00
216.2249822908693,216.3649266572376,214.62562028277324,215.8151397705078,215.8151397705078,2024-07-23 06:00:00+02:00
,,,215.58523559570312,215.58523559570312,2024-07-23 18:00:00+02:00
216.46489578504048,217.3445395604812,214.78554811775885,215.35533142089844,215.35533142089844,2024-07-24 06:00:00+02:00
,,,214.02085876464844,214.02085876464844,2024-07-24 18:00:00+02:00
215.9051218753959,217.14462479621744,212.00664541551583,212.68638610839844,212.68638610839844,2024-07-25 06:00:00+02:00
,,,214.14080810546875,214.14080810546875,2024-07-25 18:00:00+02:00
213.00625163724555,216.2349932242223,213.00625163724555,215.59523010253903,215.59523010253903,2024-07-26 06:00:00+02:00
,,,214.5706329345703,214.5706329345703,2024-07-27 18:00:00+02:00
215.77515497508367,216.9047156997295,213.326121019276,213.5460357666016,213.5460357666016,2024-07-29 06:00:00+02:00
,,,214.5706329345703,214.5706329345703,2024-07-29 18:00:00+02:00
214.01586446745864,217.59444409942225,213.72596989634687,215.59523010253903,215.59523010253903,2024-07-30 06:00:00+02:00
,,,214.81553649902344,214.81553649902344,2024-07-30 18:00:00+02:00
214.7055777455865,215.535253374046,212.58641581681263,214.0358428955078,214.0358428955078,2024-07-31 06:00:00+02:00
,,,214.61561584472656,214.61561584472656,2024-07-31 18:00:00+02:00
216.4149105261405,217.3445376934345,212.29653466168656,215.1953887939453,215.1953887939453,2024-08-01 06:00:00+02:00
,,,216.0250625610352,216.0250625610352,2024-08-01 18:00:00+02:00
216.4349032352885,219.4237182836989,214.4256834840382,216.854736328125,216.854736328125,2024-08-02 06:00:00+02:00
,,,213.8409194946289,213.8409194946289,2024-08-03 18:00:00+02:00
216.8547312686692,217.9542897472656,208.04819659757968,210.8271026611328,210.8271026611328,2024-08-05 06:00:00+02:00
,,,212.39649200439453,212.39649200439453,2024-08-05 18:00:00+02:00
213.11620929674936,217.214604096853,212.1865821083196,213.96588134765625,213.96588134765625,2024-08-06 06:00:00+02:00
,,,214.8805160522461,214.8805160522461,2024-08-06 18:00:00+02:00
213.5260387357376,218.22418829596737,213.386094374464,215.7951507568359,215.7951507568359,2024-08-07 06:00:00+02:00
,,,217.03466796875,217.03466796875,2024-08-07 18:00:00+02:00
214.90551447077743,219.6336513110906,214.90551447077743,218.2741851806641,218.2741851806641,2024-08-08 06:00:00+02:00
,,,219.9585189819336,219.9585189819336,2024-08-08 18:00:00+02:00
219.2138151280351,221.80279356166804,217.8343526061616,221.64285278320312,221.64285278320312,2024-08-09 06:00:00+02:00
,,,222.2726058959961,222.2726058959961,2024-08-10 18:00:00+02:00
224.7016393144351,225.6612686965324,221.4229297425228,222.90235900878903,222.90235900878903,2024-08-12 06:00:00+02:00
,,,222.5724868774414,222.5724868774414,2024-08-12 18:00:00+02:00
222.58247744799905,224.3717824278262,220.24340084859224,222.2426147460937,222.2426147460937,2024-08-13 06:00:00+02:00
,,,228.2452545166016,228.2452545166016,2024-08-13 18:00:00+02:00
226.91078276924952,234.64774622780524,226.4309756932064,234.2478942871093,234.2478942871093,2024-08-14 06:00:00+02:00
,,,235.46241760253903,235.46241760253903,2024-08-14 18:00:00+02:00
237.40664971789897,238.35627326621227,234.41781945781395,236.67694091796875,236.67694091796875,2024-08-15 06:00:00+02:00
,,,236.23211669921875,236.23211669921875,2024-08-15 18:00:00+02:00
237.0667881575129,237.946431902486,233.96800050832653,235.78729248046875,235.78729248046875,2024-08-16 06:00:00+02:00
,,,236.7369155883789,236.7369155883789,2024-08-17 18:00:00+02:00
235.097560363588,237.73652209420976,234.65773086635244,237.68653869628903,237.68653869628903,2024-08-19 06:00:00+02:00
,,,238.17134857177737,238.17134857177737,2024-08-19 18:00:00+02:00
238.86608261723285,239.06600095594976,237.05678123194744,238.6561584472656,238.6561584472656,2024-08-20 06:00:00+02:00
,,,237.94144439697263,237.94144439697263,2024-08-20 18:00:00+02:00
240.3454991714962,240.70535828611284,235.3274679767839,237.2267303466797,237.2267303466797,2024-08-21 06:00:00+02:00
,,,238.67615509033203,238.67615509033203,2024-08-21 18:00:00+02:00
237.52659569442065,240.3155075926252,236.89685369546427,240.1255798339844,240.1255798339844,2024-08-22 06:00:00+02:00
,,,240.640380859375,240.640380859375,2024-08-22 18:00:00+02:00
239.85568977120127,241.33510381830325,238.8560827996582,241.1551818847656,241.1551818847656,2024-08-23 06:00:00+02:00
,,,241.75494384765625,241.75494384765625,2024-08-24 18:00:00+02:00
242.2747354229469,244.9037066239257,241.6549839850369,242.35470581054688,242.35470581054688,2024-08-26 06:00:00+02:00
,,,243.91410064697263,243.91410064697263,2024-08-26 18:00:00+02:00
243.0144555804988,245.83333935657225,241.9548746131524,245.47349548339844,245.47349548339844,2024-08-27 06:00:00+02:00
,,,246.81795501708984,246.81795501708984,2024-08-27 18:00:00+02:00
245.8633307806625,248.2423849366763,245.25356993440528,248.16241455078125,248.16241455078125,2024-08-28 06:00:00+02:00
,,,249.03707122802737,249.03707122802737,2024-08-28 18:00:00+02:00
247.29276257898204,250.13164265434432,245.89331895106864,249.91172790527344,249.91172790527344,2024-08-29 06:00:00+02:00
,,,251.0063018798828,251.0063018798828,2024-08-29 18:00:00+02:00
