Open,High,Low,Close,Datetime
28.371554048300528,28.741151809692383,28.215933742962864,28.741151809692383,2024-05-07 06:00:00+02:00
28.51744809668991,28.71683672909849,28.26505160810634,28.60012149810791,2024-05-07 18:00:00+02:00
28.663342145079294,28.69252164850459,28.31416947324982,28.45909118652344,2024-05-08 06:00:00+02:00
28.65361659193016,28.73142674601403,28.33313552139151,28.478543281555176,2024-05-08 18:00:00+02:00
28.643891038781028,28.77033184352347,28.352101569533204,28.49799537658691,2024-05-09 06:00:00+02:00
28.66820654386561,28.850574267960823,28.439638403523272,28.595258712768555,2024-05-09 18:00:00+02:00
28.692522048950195,28.93081669239818,28.52717523751334,28.692522048950195,2024-05-10 06:00:00+02:00
28.760605326345463,28.93811072664039,28.541764616578504,28.74601650238037,2024-05-11 18:00:00+02:00
28.828688603740726,28.9454047608826,28.556353995643665,28.799510955810547,2024-05-13 06:00:00+02:00
28.92595151634731,29.03829046885552,28.7071108101207,28.94054126739502,2024-05-13 18:00:00+02:00
29.023214428953892,29.131176176828447,28.857867624597738,29.081571578979492,2024-05-14 06:00:00+02:00
29.28096119302878,29.446794044586184,29.023214484961677,29.378223419189453,2024-05-14 18:00:00+02:00
29.538707957103668,29.762411912343925,29.188561345325624,29.674875259399418,2024-05-15 06:00:00+02:00
29.63110722098686,29.767275451324096,29.300413607989125,29.563023567199707,2024-05-15 18:00:00+02:00
29.72350648487005,29.77213899030427,29.412265870652625,29.451171875,2024-05-16 06:00:00+02:00
29.670012648303235,29.69432890102034,29.40253943335075,29.499802589416504,2024-05-16 18:00:00+02:00
29.616518811736416,29.616518811736416,29.392812996048875,29.548433303833008,2024-05-17 06:00:00+02:00
29.54357084690153,29.572750350023476,29.33931896188217,29.470623016357425,2024-05-18 18:00:00+02:00
29.47062288206664,29.528981888310536,29.285824927715463,29.392812728881836,2024-05-20 06:00:00+02:00
29.417128916980253,29.509528821448285,29.261508610888395,29.344182014465332,2024-05-20 18:00:00+02:00
29.363634951893868,29.49007575458603,29.237192294061327,29.295551300048828,2024-05-21 06:00:00+02:00
29.305276843529043,29.441444147069735,28.95513022875315,29.008625984191895,2024-05-21 18:00:00+02:00
29.246918735164225,29.39281253955344,28.67306816344497,28.72170066833496,2024-05-22 06:00:00+02:00
28.92108804097276,29.045097680760907,28.235385499976683,28.269428253173828,2024-05-22 18:00:00+02:00
28.595257346781302,28.697382821968375,27.797702836508396,27.817155838012695,2024-05-23 06:00:00+02:00
28.220795137039453,28.305900626583547,27.55940885984684,27.67126083374023,2024-05-23 18:00:00+02:00
27.8463329272976,27.91441843119872,27.321114883185288,27.525365829467773,2024-05-24 06:00:00+02:00
27.710166564931733,27.899829626074094,27.39406271375207,27.50591468811035,2024-05-26 06:00:00+02:00
27.57400020256587,27.885240820949473,27.46701054431885,27.48646354675293,2024-05-28 06:00:00+02:00
27.398926601320326,27.603178487992388,27.267621619256474,27.32111644744873,2024-05-28 18:00:00+02:00
27.223853000074783,27.321116155035305,27.068232694194094,27.15576934814453,2024-05-29 06:00:00+02:00
27.26762143832156,27.38433666828684,27.102274630717503,27.22385311126709,2024-05-29 18:00:00+02:00
27.311389876568335,27.447557181538382,27.136316567240915,27.29193687438965,2024-05-30 06:00:00+02:00
27.369748024683208,27.693146302844607,27.23844304246695,27.608040809631348,2024-05-30 18:00:00+02:00
27.42810617279808,27.93873542415083,27.340569517692987,27.924144744873047,2024-05-31 06:00:00+02:00
27.69557853070784,28.10651346509225,27.58129446090628,27.95332431793213,2024-06-01 18:00:00+02:00
