Open,High,Low,Close,CloseBkp,Datetime
768.4032149649317,770.1131702640165,752.2666064939209,758.09423828125,758.09423828125,2024-05-28 06:00:00+02:00
,,,758.09423828125,758.09423828125,2024-05-28 06:00:00+02:00
768.4031530997863,770.1131082612004,752.2665459279549,758.0941772460938,758.0941772460938,2024-05-28 06:00:00+02:00
,,,758.0941772460938,758.0941772460938,2024-05-28 06:00:00+02:00
768.4031530997863,770.1131082612004,752.2665459279549,758.0941772460938,758.0941772460938,2024-05-28 06:00:00+02:00
,,,758.0941772460938,758.0941772460938,2024-05-28 06:00:00+02:00
772.2082307335876,773.9266534710562,755.9917162334385,761.8482055664062,761.8482055664062,2024-05-28 06:00:00+02:00
,,,754.5251159667969,754.5251159667969,2024-05-28 18:00:00+02:00
753.8288157299698,756.436106763824,746.9551251771318,747.2020263671875,747.2020263671875,2024-05-29 06:00:00+02:00
,,,749.809326171875,749.809326171875,2024-05-29 18:00:00+02:00
745.6021885933958,752.9597965951413,744.486190276631,752.4166259765625,752.4166259765625,2024-05-30 06:00:00+02:00
,,,757.4385986328125,757.4385986328125,2024-05-30 18:00:00+02:00
753.6017247881306,764.6925075282351,752.633891362356,762.4605712890625,762.4605712890625,2024-05-31 06:00:00+02:00
,,,765.0974731445312,765.0974731445312,2024-06-01 18:00:00+02:00
769.828092453105,770.0355111712524,759.1915689630061,767.734375,767.734375,2024-06-03 06:00:00+02:00
,,,771.645263671875,771.645263671875,2024-06-03 18:00:00+02:00
767.7343391991855,777.1165848070737,765.0184259969021,775.55615234375,775.55615234375,2024-06-04 06:00:00+02:00
,,,777.3289184570312,777.3289184570312,2024-06-04 18:00:00+02:00
778.973291123179,779.2992175873343,769.7786927858522,779.1016845703125,779.1016845703125,2024-06-05 06:00:00+02:00
,,,773.9908447265625,773.9908447265625,2024-06-05 18:00:00+02:00
777.9264384577053,777.9264384577053,766.904795254541,768.8800048828125,768.8800048828125,2024-06-06 06:00:00+02:00
,,,766.52392578125,766.52392578125,2024-06-06 18:00:00+02:00
763.1737296178646,769.4565567297162,758.720104597247,764.1678466796875,764.1678466796875,2024-06-07 06:00:00+02:00
,,,762.9152526855469,762.9152526855469,2024-06-08 18:00:00+02:00
762.2293127025553,764.3368360373074,755.7775026250846,761.6626586914062,761.6626586914062,2024-06-10 06:00:00+02:00
,,,757.4177856445312,757.4177856445312,2024-06-10 18:00:00+02:00
757.527150172091,758.8791348106678,747.8742516815355,753.1729125976562,753.1729125976562,2024-06-11 06:00:00+02:00
,,,759.3761901855469,759.3761901855469,2024-06-11 18:00:00+02:00
764.8239291063156,777.9562371966786,761.5831584871661,765.5794677734375,765.5794677734375,2024-06-12 06:00:00+02:00
,,,765.3806762695312,765.3806762695312,2024-06-12 18:00:00+02:00
762.4480627767771,768.2039788662674,753.7395873877632,765.181884765625,765.181884765625,2024-06-13 06:00:00+02:00
,,,764.9930114746094,764.9930114746094,2024-06-13 18:00:00+02:00
760.0025355218604,765.4403270242872,755.5190576185205,764.8041381835938,764.8041381835938,2024-06-14 06:00:00+02:00
,,,770.6445617675781,770.6445617675781,2024-06-15 18:00:00+02:00
762.696586314647,779.3281456363279,761.5433765239549,776.4849853515625,776.4849853515625,2024-06-17 06:00:00+02:00
,,,777.7624206542969,777.7624206542969,2024-06-17 18:00:00+02:00
774.357542775358,779.5070618492792,772.4488550153002,779.0398559570312,779.0398559570312,2024-06-18 06:00:00+02:00
,,,778.6322631835938,778.6322631835938,2024-06-19 06:00:00+02:00
777.4194380234205,779.4374640915725,772.9459112802019,778.2246704101562,778.2246704101562,2024-06-20 06:00:00+02:00
,,,780.5956420898438,780.5956420898438,2024-06-20 18:00:00+02:00
779.1094345177862,786.49577806084,775.3020096625559,782.9666137695312,782.9666137695312,2024-06-21 06:00:00+02:00
,,,788.6082458496094,788.6082458496094,2024-06-22 18:00:00+02:00
783.940888343211,801.7255973442973,783.940888343211,794.2498779296875,794.2498779296875,2024-06-24 06:00:00+02:00
,,,791.9832763671875,791.9832763671875,2024-06-24 18:00:00+02:00
789.786270280807,790.581551802601,783.9408570476799,789.7166748046875,789.7166748046875,2024-06-25 06:00:00+02:00
,,,786.26708984375,786.26708984375,2024-06-25 18:00:00+02:00
784.6367561241062,786.4658975682593,779.9047491266072,782.8175048828125,782.8175048828125,2024-06-26 06:00:00+02:00
,,,779.6760864257812,779.6760864257812,2024-06-26 18:00:00+02:00
780.0339794544902,782.4198240052391,775.7493373306598,776.53466796875,776.53466796875,2024-06-27 06:00:00+02:00
,,,779.6114807128906,779.6114807128906,2024-06-27 18:00:00+02:00
779.8749250351719,787.668829906228,776.6043015735831,782.6882934570312,782.6882934570312,2024-06-28 06:00:00+02:00
,,,780.1781311035156,780.1781311035156,2024-06-29 18:00:00+02:00
786.1776083216218,789.4283298347355,773.0552510482748,777.66796875,777.66796875,2024-07-01 06:00:00+02:00
,,,781.0777893066406,781.0777893066406,2024-07-01 18:00:00+02:00
778.0655917349173,785.0144603598619,778.0655917349173,784.4876098632812,784.4876098632812,2024-07-02 06:00:00+02:00
,,,784.4826354980469,784.4826354980469,2024-07-02 18:00:00+02:00
784.4876120117341,785.9787876237834,781.3760207138372,784.4776611328125,784.4776611328125,2024-07-03 06:00:00+02:00
,,,785.2132873535156,785.2132873535156,2024-07-04 06:00:00+02:00
786.4857756126282,786.5255184511407,778.2942608484524,785.9489135742188,785.9489135742188,2024-07-05 06:00:00+02:00
,,,785.7451477050781,785.7451477050781,2024-07-06 18:00:00+02:00
785.9489431433138,788.6132303261177,781.1374504304471,785.5413818359375,785.5413818359375,2024-07-08 06:00:00+02:00
,,,791.5508422851562,791.5508422851562,2024-07-08 18:00:00+02:00
788.8418762786395,798.6637581622743,786.8635929413894,797.560302734375,797.560302734375,2024-07-09 06:00:00+02:00
,,,802.3916931152344,802.3916931152344,2024-07-09 18:00:00+02:00
797.0433341217563,807.511355611092,797.0433341217563,807.2230834960938,807.2230834960938,2024-07-10 06:00:00+02:00
,,,813.6202087402344,813.6202087402344,2024-07-10 18:00:00+02:00
813.1579020036507,821.0710956403611,811.0106358526924,820.017333984375,820.017333984375,2024-07-11 06:00:00+02:00
,,,821.5581970214844,821.5581970214844,2024-07-11 18:00:00+02:00
824.510749948308,832.6127674538378,820.5442326496576,823.0990600585938,823.0990600585938,2024-07-12 06:00:00+02:00
,,,820.6088256835938,820.6088256835938,2024-07-13 18:00:00+02:00
825.0972517568892,831.2906422532495,813.6251628152756,818.1185913085938,818.1185913085938,2024-07-15 06:00:00+02:00
,,,828.546875,828.546875,2024-07-15 18:00:00+02:00
819.6495205108977,840.5558315230429,816.1204170635643,838.9751586914062,838.9751586914062,2024-07-16 06:00:00+02:00
,,,837.5585632324219,837.5585632324219,2024-07-16 18:00:00+02:00
841.3312298453567,843.6276378903024,830.9725467835246,836.1419677734375,836.1419677734375,2024-07-17 06:00:00+02:00
,,,830.1325073242188,830.1325073242188,2024-07-17 18:00:00+02:00
830.2567321766703,846.8684501760113,823.91426044796,824.123046875,824.123046875,2024-07-18 06:00:00+02:00
,,,824.9680480957031,824.9680480957031,2024-07-18 18:00:00+02:00
828.765547843777,828.765547843777,820.2062145667102,825.8130493164062,825.8130493164062,2024-07-19 06:00:00+02:00
,,,832.0461730957031,832.0461730957031,2024-07-20 18:00:00+02:00
831.6286510237337,840.5260112376955,830.1275244888659,838.279296875,838.279296875,2024-07-22 06:00:00+02:00
