Close,High,Low,Open,Datetime
97.10171508789062,97.22151022421752,95.97367278154483,96.87211726350824,2024-05-07 06:00:00+02:00
96.83218383789062,96.97693343520096,96.0435496681496,96.69741907035352,2024-05-07 18:00:00+02:00
96.56265258789062,96.7323566461844,96.11342655475434,96.52272087719884,2024-05-08 06:00:00+02:00
96.16833877563477,97.01187431912804,95.91377506995843,96.52272416530997,2024-05-08 18:00:00+02:00
95.7740249633789,97.29139199207168,95.71412358516254,96.52272745342108,2024-05-09 06:00:00+02:00
96.05353546142578,96.9719420084588,95.50947637986056,96.36300053345144,2024-05-09 18:00:00+02:00
96.33304595947266,96.65249202484593,95.3048291745586,96.2032736134818,2024-05-10 06:00:00+02:00
96.01859283447266,96.59758740452136,95.42212671687004,96.37297819883928,2024-05-11 18:00:00+02:00
95.70413970947266,96.54268278419678,95.53942425918147,96.54268278419678,2024-05-13 06:00:00+02:00
96.23821640014648,96.80223753977404,95.30483261372686,96.27315186746968,2024-05-13 18:00:00+02:00
96.77229309082033,97.0617922953513,95.07024096827224,96.0036209507426,2024-05-14 06:00:00+02:00
97.75059509277344,98.12993873668336,96.32057064717716,96.7922530543041,2024-05-14 18:00:00+02:00
98.72889709472656,99.19808517801545,97.57090032608208,97.5808851578656,2024-05-15 06:00:00+02:00
98.50428771972656,99.1132330109566,97.9053272865525,98.04508447673204,2024-05-15 18:00:00+02:00
98.27967834472656,99.02838084389776,98.23975424702296,98.50928379559848,2024-05-16 06:00:00+02:00
98.35454940795898,98.89860853774584,97.7456079068166,98.31961391826212,2024-05-16 18:00:00+02:00
98.4294204711914,98.76883623159397,97.25146156661025,98.12994404092576,2024-05-17 06:00:00+02:00
98.43940353393556,99.19309842916402,97.21152810584934,98.34955907946336,2024-05-18 18:00:00+02:00
98.44938659667967,99.61736062673413,97.17159464508843,98.56917411800092,2024-05-20 06:00:00+02:00
98.90359497070312,99.59739228559124,97.57589412500388,98.50927790059976,2024-05-20 18:00:00+02:00
99.35780334472656,99.57742394444838,97.9801936049193,98.44938168319862,2024-05-21 06:00:00+02:00
99.97174453735352,100.1614144557312,98.6590209273903,98.90858840699576,2024-05-21 18:00:00+02:00
100.58568572998048,100.74540496701404,99.33784824986132,99.36779513079289,2024-05-22 06:00:00+02:00
100.1364631652832,100.81029463923102,99.49008426466474,100.03663387884616,2024-05-22 18:00:00+02:00
99.68724060058594,100.875184311448,99.64232027946818,100.70547262689948,2024-05-23 06:00:00+02:00
100.85022354125977,101.5040891552485,99.63233300818592,100.31614549839834,2024-05-23 18:00:00+02:00
102.0132064819336,102.132993999049,99.62234573690368,99.9268183698972,2024-05-24 06:00:00+02:00
101.25452041625977,102.26776380791384,99.86942012357116,100.88016920902864,2024-05-26 06:00:00+02:00
100.49583435058594,102.40253361677873,100.11649451023864,101.83352004816012,2024-05-28 06:00:00+02:00
99.43267822265624,101.59393358508856,99.19808417438126,100.72543979214548,2024-05-28 18:00:00+02:00
98.36952209472656,100.7853335533984,98.27967383852388,99.61735953613083,2024-05-29 06:00:00+02:00
