Open,High,Low,Close,Datetime
193.4491897655313,193.6460565647332,192.07121228408653,192.80941772460935,2024-05-07 06:00:00+02:00
193.0899370705708,193.6066899127349,191.731641727396,192.32220458984375,2024-05-07 18:00:00+02:00
192.73068437561028,193.5673232607366,191.3920711707055,191.83499145507812,2024-05-08 06:00:00+02:00
192.5830387238837,193.9068959006112,191.4658931847934,192.9373779296875,2024-05-08 18:00:00+02:00
192.43539307215715,194.24646854048572,191.53971519888137,194.03976440429688,2024-05-09 06:00:00+02:00
193.5820757554473,194.5663572093977,192.4550928865444,193.9167327880859,2024-05-09 18:00:00+02:00
194.7287584387375,194.8862458783096,193.37047057420745,193.793701171875,2024-05-10 06:00:00+02:00
193.9905534821048,195.1815315989668,193.31140954983977,193.8429183959961,2024-05-11 18:00:00+02:00
193.2523485254721,195.47681731962396,193.2523485254721,193.8921356201172,2024-05-13 06:00:00+02:00
194.2415433916664,195.62444710951377,193.45903991723665,194.13819885253903,2024-05-13 18:00:00+02:00
195.2307382578607,195.77207689940357,193.66573130900116,194.38426208496097,2024-05-14 06:00:00+02:00
196.22484725320183,196.66284884388313,194.13818386694496,194.86163330078125,2024-05-14 18:00:00+02:00
197.21895624854295,197.55362078836268,194.6106364248888,195.33900451660156,2024-05-15 06:00:00+02:00
196.1903951849982,197.1353047626604,194.4433150073416,195.1372299194336,2024-05-15 18:00:00+02:00
195.16183412145344,196.71698873695817,194.2759935897944,194.9354553222656,2024-05-16 06:00:00+02:00
195.501415325172,196.55950681451571,194.21201882919016,195.3488540649414,2024-05-16 18:00:00+02:00
195.84099652889057,196.40202489207329,194.1480440685859,195.7622528076172,2024-05-17 06:00:00+02:00
195.85575762984476,196.43647567067143,194.03485227849183,195.0338897705078,2024-05-18 18:00:00+02:00
195.87051873079895,196.47092644926963,193.92166048839775,194.30552673339844,2024-05-20 06:00:00+02:00
195.18645209281303,195.9984751271535,193.9856366478028,194.8271942138672,2024-05-20 18:00:00+02:00
194.5023854548271,195.52602380503745,194.0496128072078,195.3488616943359,2024-05-21 06:00:00+02:00
194.7878209663658,196.5299825784941,194.15787871869372,194.9207000732422,2024-05-21 18:00:00+02:00
195.0732564779045,197.53394135195077,194.2661446301796,194.49253845214844,2024-05-22 06:00:00+02:00
194.58111589600225,195.81145833302537,192.4452357825648,192.70115661621097,2024-05-22 18:00:00+02:00
194.0889753141,194.0889753141,190.62432693495,190.90977478027344,2024-05-23 06:00:00+02:00
193.03580444407783,193.4688798680578,191.04756692936863,191.58892059326172,2024-05-23 18:00:00+02:00
191.98263357405568,192.8487844220156,191.47080692378736,192.26806640625,2024-05-24 06:00:00+02:00
192.65194308727513,193.34585051059324,190.28968408291144,190.74736785888672,2024-05-26 06:00:00+02:00
