Close,High,Low,Open,CloseBkp,Datetime
173.82984924316406,177.22752061344144,173.67042352155187,176.41049039660777,173.82984924316406,2024-06-07 06:00:00+02:00
173.82984924316406,,,,173.82984924316406,2024-06-07 06:00:00+02:00
174.40357971191406,,,,174.40357971191406,2024-06-08 18:00:00+02:00
174.778076171875,176.82536261709976,172.53105780875313,174.738135883723,174.778076171875,2024-06-10 06:00:00+02:00
175.5820083618164,,,,175.5820083618164,2024-06-10 18:00:00+02:00
176.3859405517578,176.60565022964852,173.53972647855818,175.98647672208472,176.3859405517578,2024-06-11 06:00:00+02:00
176.97016143798828,,,,176.97016143798828,2024-06-11 18:00:00+02:00
177.55438232421875,180.17092060846787,175.87661600934248,178.0137794277117,177.55438232421875,2024-06-12 06:00:00+02:00
176.2411346435547,,,,176.2411346435547,2024-06-12 18:00:00+02:00
174.92788696289062,176.50579502366605,174.6482592294437,175.87662500412617,174.92788696289062,2024-06-13 06:00:00+02:00
175.7417984008789,,,,175.7417984008789,2024-06-13 18:00:00+02:00
176.5557098388672,176.82535629960728,173.91920899654198,173.98912354652083,176.5557098388672,2024-06-14 06:00:00+02:00
176.7804183959961,,,,176.7804183959961,2024-06-15 18:00:00+02:00
177.005126953125,178.12363785224758,174.57833926623164,175.22748702906168,177.005126953125,2024-06-17 06:00:00+02:00
175.93154907226562,,,,175.93154907226562,2024-06-17 18:00:00+02:00
174.85797119140625,177.15492633319684,173.8692928688135,176.90525762731892,174.85797119140625,2024-06-18 06:00:00+02:00
175.46217346191406,,,,175.46217346191406,2024-06-19 06:00:00+02:00
176.06637573242188,177.05505406231234,174.75811414213587,175.13760021564482,176.06637573242188,2024-06-20 06:00:00+02:00
177.7291717529297,,,,177.7291717529297,2024-06-20 18:00:00+02:00
179.3919677734375,180.61035230674923,176.37596546650445,176.765448047575,179.3919677734375,2024-06-21 06:00:00+02:00
179.1872329711914,,,,179.1872329711914,2024-06-22 18:00:00+02:00
178.9824981689453,180.6502832497372,178.43322398339873,179.92125491541253,178.9824981689453,2024-06-24 06:00:00+02:00
181.38430786132807,,,,181.38430786132807,2024-06-24 18:00:00+02:00
183.78611755371097,184.045767509227,179.18222623318312,179.38195814039298,183.78611755371097,2024-06-25 06:00:00+02:00
183.71121978759768,,,,183.71121978759768,2024-06-25 18:00:00+02:00
183.6363220214844,184.26547676585744,182.23816819701247,182.38797855601,183.6363220214844,2024-06-26 06:00:00+02:00
184.4003143310547,,,,184.4003143310547,2024-06-26 18:00:00+02:00
185.164306640625,185.8034579317853,183.77614921582827,183.93592560969176,185.164306640625,2024-06-27 06:00:00+02:00
183.53646087646484,,,,183.53646087646484,2024-06-27 18:00:00+02:00
181.9086151123047,184.8846770925784,181.7188796940393,184.0757529143438,181.9086151123047,2024-06-28 06:00:00+02:00
182.3280639648437,,,,182.3280639648437,2024-06-29 18:00:00+02:00
182.7475128173828,183.6363328074632,181.05974991475887,182.78745310565407,182.7475128173828,2024-07-01 06:00:00+02:00
183.8710174560547,,,,183.8710174560547,2024-07-01 18:00:00+02:00
184.99452209472656,185.32408660139896,181.31939097308685,181.8087471021279,184.99452209472656,2024-07-02 06:00:00+02:00
185.28414154052737,,,,185.28414154052737,2024-07-02 18:00:00+02:00
185.57376098632807,185.8433922139529,183.75616551293737,184.60504519904944,185.57376098632807,2024-07-03 06:00:00+02:00
187.9605941772461,,,,187.9605941772461,2024-07-04 06:00:00+02:00
190.3474273681641,190.6070773362716,185.5537851698253,185.6137032210372,190.3474273681641,2024-07-05 06:00:00+02:00
189.56346130371097,,,,189.56346130371097,2024-07-06 18:00:00+02:00
188.7794952392578,189.9179838957708,187.53115174577567,189.6483374343796,188.7794952392578,2024-07-08 06:00:00+02:00
188.7545318603516,,,,188.7545318603516,2024-07-08 18:00:00+02:00
188.7295684814453,191.1064194956899,188.46991850688696,190.057807857725,188.7295684814453,2024-07-09 06:00:00+02:00
189.8281021118164,,,,189.8281021118164,2024-07-09 18:00:00+02:00
190.9266357421875,191.4958876771745,188.7794910761756,188.89932717256545,190.9266357421875,2024-07-10 06:00:00+02:00
188.1253662109375,,,,188.1253662109375,2024-07-10 18:00:00+02:00
