Close,High,Low,Open,CloseBkp,Datetime
533.5167236328125,540.4067078656449,533.2098455368354,536.8231402593442,533.5167236328125,2024-06-07 06:00:00+02:00
533.5167236328125,,,,533.5167236328125,2024-06-07 06:00:00+02:00
535.1706237792969,,,,535.1706237792969,2024-06-08 18:00:00+02:00
534.6422119140625,539.5972816201079,530.0859064142326,536.5763978280804,534.6422119140625,2024-06-10 06:00:00+02:00
534.981201171875,,,,534.981201171875,2024-06-10 18:00:00+02:00
535.3201904296875,536.1377392404122,531.9104611768897,533.9443230228779,535.3201904296875,2024-06-11 06:00:00+02:00
532.1696472167969,,,,532.1696472167969,2024-06-11 18:00:00+02:00
529.0191040039062,536.386961820042,521.4119754950515,535.5893725602582,529.0191040039062,2024-06-12 06:00:00+02:00
533.076904296875,,,,533.076904296875,2024-06-12 18:00:00+02:00
537.1347045898438,548.3409947692104,520.2156137304074,528.1916279052914,537.1347045898438,2024-06-13 06:00:00+02:00
535.1706237792969,,,,535.1706237792969,2024-06-13 18:00:00+02:00
533.20654296875,536.4667584053678,530.0460642258124,535.150708695652,533.20654296875,2024-06-14 06:00:00+02:00
532.9921875,,,,532.9921875,2024-06-15 18:00:00+02:00
532.77783203125,533.1267583238431,527.6133699583368,528.6701894427218,532.77783203125,2024-06-17 06:00:00+02:00
529.25341796875,,,,529.25341796875,2024-06-17 18:00:00+02:00
525.72900390625,534.283296180295,525.1208474275959,533.3959499954105,525.72900390625,2024-06-18 06:00:00+02:00
529.4577941894531,,,,529.4577941894531,2024-06-19 06:00:00+02:00
533.1865844726562,534.0739307020704,523.5455938565017,526.456822149013,533.1865844726562,2024-06-20 06:00:00+02:00
533.0021362304688,,,,533.0021362304688,2024-06-20 18:00:00+02:00
532.8176879882812,534.5026234740787,527.5834285081137,532.9971410110562,532.8176879882812,2024-06-21 06:00:00+02:00
536.4517822265625,,,,536.4517822265625,2024-06-22 18:00:00+02:00
540.0858764648438,540.7937088098854,533.8745137623472,538.0220754003587,540.0858764648438,2024-06-24 06:00:00+02:00
536.8854675292969,,,,536.8854675292969,2024-06-24 18:00:00+02:00
533.68505859375,540.7538279582286,530.085896788085,540.7538279582286,533.68505859375,2024-06-25 06:00:00+02:00
533.2015380859375,,,,533.2015380859375,2024-06-25 18:00:00+02:00
532.718017578125,534.1038647067556,527.4438998787508,531.3022920381411,532.718017578125,2024-06-26 06:00:00+02:00
